,months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,ages_category,customer_category,Contract Years,total_premiums_paid,net_value_of_customer,vehicle_age_at_incident_date,incident_time_of_day
886,141,30,556538,2000-07-15,IL,250/500,1000,1851.78,0,465248,FEMALE,High School,craft-repair,exercise,other-relative,78800,0,2015-02-09,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,7144 Andromedia St,13,1,NO,1,0,YES,61740,6860,6860,48020,Audi,A3,2002,N,Young Adult,Established Client,11.75,21758.415,-39981.585,13,day
887,441,55,669501,2009-07-29,IN,250/500,500,1270.29,4000000,449421,MALE,College,armed-forces,exercise,husband,24000,-50500,2015-02-19,Parked Car,?,Minor Damage,None,VA,Arlington,9988 Rock Ridge,4,1,NO,0,0,NO,6400,640,640,5120,Honda,Civic,2002,N,Middle Aged,Long-Term Client,36.75,46683.1575,40283.1575,13,night
888,381,55,963761,1991-04-13,OH,500/1000,500,1459.99,0,445856,FEMALE,MD,other-service,chess,wife,35900,0,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,7544 Washington Ave,8,1,YES,1,2,YES,60600,12120,6060,42420,Accura,TL,2011,N,Middle Aged,Long-Term Client,31.75,46354.6825,-14245.317499999997,4,day
889,191,38,753005,2005-11-20,IL,100/300,2000,1253.44,0,608525,FEMALE,Masters,craft-repair,sleeping,not-in-family,0,0,2015-02-07,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,7201 Washington Ave,19,3,NO,2,0,NO,56320,10240,5120,40960,Volkswagen,Jetta,2007,N,Middle Aged,Long-Term Client,15.916666666666666,19950.586666666666,-36369.41333333333,8,evening
890,145,34,454758,1990-05-20,IN,100/300,1000,1142.48,0,608813,FEMALE,JD,priv-house-serv,sleeping,other-relative,0,0,2015-01-13,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,8805 Cherokee Drive,18,1,YES,2,0,NO,52250,9500,4750,38000,Suburu,Legacy,2012,N,Middle Aged,Established Client,12.083333333333334,13804.966666666665,-38445.03333333333,3,evening
891,479,60,698589,2002-11-28,IL,500/1000,1000,1188.45,0,459295,FEMALE,MD,exec-managerial,camping,other-relative,0,-44800,2015-01-18,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,3275 Pine St,9,2,?,0,3,?,53900,5390,10780,37730,Saab,95,2006,N,Elderly,Long-Term Client,39.916666666666664,47438.9625,-6461.0374999999985,9,day
892,215,35,330119,2004-06-15,IL,500/1000,1000,1125.4,0,606144,MALE,Masters,adm-clerical,yachting,husband,40000,-43400,2015-01-15,Vehicle Theft,?,Trivial Damage,None,WV,Columbus,7785 Lincoln Lane,6,1,?,2,1,NO,2640,220,440,1980,Jeep,Wrangler,2001,N,Middle Aged,Long-Term Client,17.916666666666668,20163.416666666668,17523.416666666668,14,early morning
893,41,33,164464,2010-09-26,OH,250/500,500,1294.41,0,476315,MALE,High School,transport-moving,sleeping,husband,0,0,2015-02-23,Vehicle Theft,?,Minor Damage,None,NC,Arlington,4994 Lincoln Drive,8,1,YES,0,0,?,8970,1380,1380,6210,Dodge,Neon,2011,N,Middle Aged,Established Client,3.4166666666666665,4422.5675,-4547.4325,4,day
894,45,31,927354,1990-09-15,IN,100/300,500,1459.5,0,475891,MALE,MD,priv-house-serv,movies,not-in-family,0,0,2015-02-17,Parked Car,?,Minor Damage,None,NY,Springfield,1298 Maple Hwy,6,1,?,1,3,?,6000,1000,1000,4000,Suburu,Impreza,2000,N,Middle Aged,Established Client,3.75,5473.125,-526.875,15,early morning
895,156,38,231508,2009-09-16,IL,100/300,500,1367.99,0,462525,MALE,High School,armed-forces,board-games,own-child,26500,0,2015-02-17,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,2644 MLK Drive,23,3,?,0,3,?,55200,11040,5520,38640,Saab,92x,1998,Y,Middle Aged,Long-Term Client,13.0,17783.87,-37416.130000000005,17,night
896,246,45,272910,1999-08-12,IN,250/500,500,1594.37,0,606283,MALE,Associate,exec-managerial,board-games,own-child,0,0,2015-01-18,Parked Car,?,Trivial Damage,None,SC,Riverwood,5630 1st Drive,13,1,NO,0,3,YES,7260,660,1320,5280,Saab,92x,2008,N,Middle Aged,Long-Term Client,20.5,32684.584999999995,25424.584999999995,7,day
897,178,39,305758,2009-03-08,IL,100/300,500,1035.99,0,465252,FEMALE,JD,exec-managerial,sleeping,own-child,0,0,2015-01-17,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6137 MLK St,3,3,NO,2,0,?,64680,11760,11760,41160,Jeep,Wrangler,2010,N,Middle Aged,Long-Term Client,14.833333333333334,15367.185,-49312.815,5,night
898,237,43,950542,2009-04-27,OH,250/500,500,911.53,0,449979,FEMALE,PhD,sales,basketball,husband,53200,0,2015-02-25,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbrook,5383 Maple Drive,23,1,NO,0,1,NO,59200,0,11840,47360,Chevrolet,Malibu,1998,N,Middle Aged,Long-Term Client,19.75,18002.7175,-41197.2825,17,night
899,127,34,291544,2006-08-02,OH,500/1000,500,1319.97,0,604681,FEMALE,Associate,craft-repair,paintball,own-child,73700,0,2015-01-06,Vehicle Theft,?,Minor Damage,None,NC,Arlington,4460 4th Lane,8,1,YES,1,3,?,4700,470,940,3290,Saab,92x,1998,N,Middle Aged,Established Client,10.583333333333334,13969.6825,9269.6825,17,day
900,1,33,388616,1995-12-06,OH,250/500,2000,1391.63,0,466390,MALE,Associate,sales,video-games,husband,61200,0,2015-02-26,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,8524 Pine Lane,23,1,YES,0,3,NO,69400,6940,6940,55520,Mercedes,C300,2000,N,Middle Aged,New Client,0.08333333333333333,115.96916666666668,-69284.03083333334,15,night
901,5,21,577992,2002-11-13,IN,250/500,500,915.41,5000000,612316,FEMALE,High School,exec-managerial,sleeping,own-child,0,0,2015-02-11,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Northbrook,8456 1st Ave,23,1,YES,0,0,NO,40500,4050,4050,32400,Nissan,Pathfinder,1998,N,Young Adult,New Client,0.4166666666666667,381.42083333333335,-40118.57916666667,17,night
902,64,28,342830,1991-11-09,IL,500/1000,1000,1468.82,0,474731,MALE,JD,handlers-cleaners,skydiving,other-relative,56800,-51800,2015-02-13,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Riverwood,3639 Flute Hwy,9,3,NO,2,1,NO,60000,5000,10000,45000,Honda,Accord,1997,N,Young Adult,Established Client,5.333333333333333,7833.706666666666,-52166.293333333335,18,day
903,142,30,491170,1998-01-14,IN,500/1000,500,1412.76,0,603260,MALE,PhD,armed-forces,basketball,wife,66400,-63700,2015-01-10,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Riverwood,7900 Sky Hwy,22,1,YES,2,3,NO,67320,11220,11220,44880,Volkswagen,Jetta,1996,N,Young Adult,Established Client,11.833333333333334,16717.66,-50602.34,19,night
904,97,27,175553,2002-04-25,OH,500/1000,500,1588.26,0,434370,FEMALE,High School,tech-support,movies,husband,56700,-49300,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Riverwood,7835 Cherokee Hwy,22,3,YES,2,1,YES,75690,8410,8410,58870,Saab,95,2014,N,Young Adult,Established Client,8.083333333333334,12838.435,-62851.565,1,night
905,121,31,439341,1991-07-20,IN,100/300,1000,1140.91,0,478388,MALE,Associate,adm-clerical,paintball,other-relative,51300,0,2015-02-15,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbend,1030 Pine Lane,15,3,NO,1,2,?,64300,6430,6430,51440,Chevrolet,Silverado,2002,Y,Middle Aged,Established Client,10.083333333333334,11504.175833333333,-52795.824166666665,13,day
906,225,43,221186,2004-08-13,OH,100/300,1000,1517.54,0,617883,MALE,JD,priv-house-serv,camping,own-child,0,-20900,2015-01-09,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Columbus,9278 Francis Ridge,16,3,NO,2,0,YES,64400,6440,6440,51520,BMW,X5,2011,N,Middle Aged,Long-Term Client,18.75,28453.875,-35946.125,4,day
907,425,53,868031,1990-06-24,OH,250/500,2000,912.29,0,464808,FEMALE,High School,priv-house-serv,paintball,husband,42900,-39100,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbend,6604 Apache Drive,17,3,?,1,2,?,97080,16180,16180,64720,Saab,92x,2005,N,Middle Aged,Long-Term Client,35.416666666666664,32310.27083333333,-64769.72916666667,10,day
908,285,44,844117,1991-08-21,OH,250/500,2000,1144.3,0,609458,MALE,MD,priv-house-serv,base-jumping,not-in-family,52600,0,2015-02-04,Vehicle Theft,?,Minor Damage,Police,WV,Northbrook,2311 4th St,3,1,YES,1,0,?,5500,500,500,4500,Honda,Civic,2010,N,Middle Aged,Long-Term Client,23.75,27177.125,21677.125,5,night
909,192,38,744557,2011-02-25,IN,500/1000,1000,1281.43,0,432405,FEMALE,Masters,transport-moving,skydiving,not-in-family,65100,-50300,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Northbend,9523 Solo Hwy,10,3,?,0,2,NO,30700,3070,6140,21490,Jeep,Wrangler,2010,N,Middle Aged,Long-Term Client,16.0,20502.88,-10197.119999999999,5,day
910,285,48,159536,2013-02-04,IL,100/300,2000,1101.85,0,457875,FEMALE,College,sales,dancing,wife,46100,0,2015-02-27,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,Springfield,3171 Andromedia Lane,9,1,NO,1,2,YES,33480,3720,3720,26040,Nissan,Pathfinder,2012,N,Middle Aged,Long-Term Client,23.75,26168.937499999996,-7311.062500000004,3,day
911,98,26,727109,2001-02-20,IN,500/1000,2000,1082.1,0,477268,MALE,JD,exec-managerial,kayaking,other-relative,0,-30900,2015-02-05,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,2492 Lincoln Lane,13,2,?,0,1,YES,65430,14540,7270,43620,Jeep,Wrangler,2001,N,Young Adult,Established Client,8.166666666666666,8837.15,-56592.85,14,day
912,175,36,155604,1992-03-03,OH,500/1000,500,1185.44,0,437580,MALE,Masters,exec-managerial,kayaking,not-in-family,44900,-52500,2015-01-30,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Northbend,4477 5th Ave,15,3,YES,2,1,YES,42680,3880,7760,31040,Accura,RSX,2006,Y,Middle Aged,Long-Term Client,14.583333333333334,17287.666666666668,-25392.333333333332,9,day
913,259,45,608443,2006-12-21,IL,500/1000,2000,1175.07,0,457121,MALE,MD,craft-repair,movies,not-in-family,30100,0,2015-01-03,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,Springfield,6724 Andromedia St,23,1,?,1,1,NO,87780,7980,7980,71820,Honda,CRV,2011,N,Middle Aged,Long-Term Client,21.583333333333332,25361.9275,-62418.072499999995,4,night
914,140,36,117862,2000-07-14,OH,500/1000,2000,979.26,0,436364,FEMALE,JD,transport-moving,cross-fit,own-child,0,-67000,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Riverwood,7495 Washington Ave,2,4,YES,0,2,YES,72800,14560,14560,43680,Honda,Accord,1998,N,Middle Aged,Established Client,11.666666666666666,11424.7,-61375.3,17,night
915,231,37,991553,1991-12-12,OH,250/500,500,920.81,0,467654,FEMALE,High School,sales,chess,wife,0,0,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,4291 Sky Hwy,14,1,YES,2,0,?,71190,0,7910,63280,Mercedes,C300,1997,Y,Middle Aged,Long-Term Client,19.25,17725.5925,-53464.4075,18,day
916,186,38,727443,2013-07-01,OH,100/300,500,922.85,0,471148,MALE,High School,adm-clerical,golf,husband,70300,-70900,2015-02-25,Vehicle Theft,?,Trivial Damage,None,NY,Hillsdale,5650 Rock Ave,7,1,?,1,1,YES,3600,400,400,2800,Honda,Civic,1999,N,Middle Aged,Long-Term Client,15.5,14304.175000000001,10704.175000000001,16,early morning
917,229,41,378587,1998-12-16,OH,250/500,2000,1107.59,3000000,468202,MALE,PhD,tech-support,chess,not-in-family,65400,0,2015-01-23,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,6888 Elm Ridge,23,1,NO,1,3,NO,62640,10440,10440,41760,Mercedes,C300,2009,N,Middle Aged,Long-Term Client,19.083333333333332,21136.509166666667,-41503.49083333333,6,night
918,180,36,420948,2015-01-03,IL,100/300,500,1272.46,0,456959,MALE,College,prof-specialty,exercise,wife,0,0,2015-02-19,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,2352 Sky Drive,7,3,YES,2,1,?,69630,12660,6330,50640,Toyota,Corolla,1998,N,Middle Aged,Long-Term Client,15.0,19086.9,-50543.1,17,early morning
919,188,33,457188,1994-04-01,IL,250/500,1000,1340.24,0,447274,MALE,High School,protective-serv,chess,own-child,0,-68800,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,5280 Pine Ave,8,3,YES,1,0,?,76010,13820,6910,55280,Dodge,RAM,1995,Y,Middle Aged,Long-Term Client,15.666666666666666,20997.093333333334,-55012.90666666666,20,day
920,214,40,118236,2000-08-15,OH,100/300,1000,1648.0,0,608405,MALE,JD,transport-moving,base-jumping,not-in-family,57700,-43500,2015-02-04,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Northbrook,6638 Tree Drive,17,1,NO,1,0,YES,44220,8040,4020,32160,Accura,MDX,2000,N,Middle Aged,Long-Term Client,17.833333333333332,29389.333333333336,-14830.666666666664,15,day
921,178,38,987524,2014-11-13,IL,250/500,500,1381.14,0,472253,FEMALE,College,other-service,camping,wife,0,0,2015-02-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbrook,5678 Lincoln Drive,10,3,NO,0,3,NO,57200,5200,10400,41600,BMW,M5,2011,N,Middle Aged,Long-Term Client,14.833333333333334,20486.910000000003,-36713.09,4,day
922,55,35,490596,2011-02-04,IL,500/1000,500,1198.44,8000000,438923,MALE,MD,priv-house-serv,polo,wife,0,0,2015-01-14,Vehicle Theft,?,Minor Damage,Police,WV,Columbus,4496 Pine Lane,9,1,NO,0,3,NO,3080,560,560,1960,Nissan,Ultima,1998,N,Middle Aged,Established Client,4.583333333333333,5492.85,2412.8500000000004,17,day
923,90,31,524215,1990-06-24,OH,250/500,2000,951.27,0,607131,FEMALE,PhD,other-service,hiking,not-in-family,42100,0,2015-01-06,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,8845 5th Ave,2,1,YES,1,0,YES,75790,13780,6890,55120,Accura,RSX,2007,N,Middle Aged,Established Client,7.5,7134.525,-68655.475,8,night
924,135,30,913464,2009-01-21,IN,500/1000,2000,1341.24,0,601701,FEMALE,MD,farming-fishing,skydiving,wife,37100,-46500,2015-01-19,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Riverwood,9317 Apache Ave,18,3,NO,0,1,NO,32670,5940,2970,23760,Honda,Accord,2003,N,Young Adult,Established Client,11.25,15088.949999999999,-17581.050000000003,12,evening
925,277,46,398484,1992-11-07,IL,250/500,2000,1177.57,0,469220,FEMALE,Associate,adm-clerical,video-games,husband,0,-65500,2015-01-24,Vehicle Theft,?,Minor Damage,Police,VA,Arlington,8638 3rd Ave,4,1,?,2,3,NO,3870,430,860,2580,Jeep,Wrangler,2010,N,Middle Aged,Long-Term Client,23.083333333333332,27182.240833333333,23312.240833333333,5,night
926,211,38,752504,1997-05-15,IN,250/500,1000,1055.09,0,433250,FEMALE,Masters,transport-moving,video-games,own-child,0,0,2015-01-27,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,3061 Francis Hwy,12,1,?,0,3,YES,91520,8320,16640,66560,BMW,X6,2005,Y,Middle Aged,Long-Term Client,17.583333333333332,18551.999166666665,-72968.00083333334,10,day
927,156,32,449263,1992-03-20,IL,250/500,500,1479.48,0,444413,MALE,Masters,prof-specialty,bungie-jumping,unmarried,0,0,2015-01-13,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,1173 Andromedia Ave,15,1,YES,1,3,YES,74690,6790,13580,54320,Dodge,RAM,2008,Y,Middle Aged,Long-Term Client,13.0,19233.24,-55456.759999999995,7,day
928,84,30,844007,1995-07-17,IN,500/1000,2000,1827.38,0,433593,MALE,Associate,priv-house-serv,polo,other-relative,0,-15900,2015-01-15,Vehicle Theft,?,Trivial Damage,Police,VA,Springfield,6068 2nd St,9,1,YES,1,3,?,4620,420,840,3360,Audi,A5,1998,N,Young Adult,Established Client,7.0,12791.66,8171.66,17,day
929,136,32,686522,2000-12-27,IN,100/300,500,1169.62,0,458143,FEMALE,JD,sales,yachting,not-in-family,0,0,2015-02-04,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Arlington,7937 Weaver Ridge,6,1,YES,0,0,NO,55000,10000,10000,35000,Toyota,Camry,2008,Y,Middle Aged,Established Client,11.333333333333334,13255.69333333333,-41744.30666666667,7,early morning
930,310,48,670142,1999-08-06,IN,100/300,500,1516.34,0,474167,FEMALE,JD,adm-clerical,sleeping,unmarried,11000,0,2015-01-04,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Springfield,2823 Weaver Lane,11,4,YES,0,2,NO,59400,13200,6600,39600,Saab,93,1996,Y,Middle Aged,Long-Term Client,25.833333333333332,39172.11666666667,-20227.88333333333,19,day
931,123,34,607687,2007-03-03,OH,500/1000,2000,1270.21,0,476413,FEMALE,College,sales,sleeping,husband,16100,-61200,2015-01-14,Multi-vehicle Collision,Side Collision,Total Loss,Fire,PA,Columbus,1809 Sky St,13,3,NO,1,1,?,55260,6140,0,49120,Nissan,Ultima,2000,N,Middle Aged,Established Client,10.25,13019.6525,-42240.3475,15,day
932,243,44,967713,1997-12-25,IL,250/500,500,809.11,0,600208,MALE,JD,craft-repair,polo,other-relative,33200,0,2015-01-27,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NC,Springfield,9352 Washington Ave,4,3,?,2,1,YES,51400,5140,10280,35980,Honda,Civic,1996,N,Middle Aged,Long-Term Client,20.25,16384.4775,-35015.5225,19,night
933,36,37,291902,2013-11-06,IL,500/1000,1000,1115.81,0,618926,FEMALE,Masters,machine-op-inspct,reading,husband,0,-59800,2015-02-12,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,2697 Oak Drive,20,3,YES,1,3,?,48780,5420,10840,32520,Dodge,Neon,2008,N,Middle Aged,Established Client,3.0,3347.43,-45432.57,7,evening
934,146,31,149839,1990-09-21,OH,100/300,1000,1457.65,5000000,606219,FEMALE,College,armed-forces,camping,own-child,0,0,2015-02-03,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Riverwood,1110 4th Drive,0,3,NO,1,3,?,52380,5820,5820,40740,Toyota,Highlander,2010,N,Middle Aged,Established Client,12.166666666666666,17734.74166666667,-34645.25833333333,5,night
935,154,34,840225,1999-10-05,OH,100/300,1000,1041.36,0,448436,FEMALE,JD,priv-house-serv,cross-fit,husband,53100,-43900,2015-01-26,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Hillsdale,7535 5th Lane,18,4,?,2,3,YES,74360,13520,13520,47320,Toyota,Highlander,2005,Y,Middle Aged,Long-Term Client,12.833333333333334,13364.119999999997,-60995.880000000005,10,evening
936,204,40,643226,1992-04-07,OH,250/500,1000,1693.83,7000000,447976,MALE,High School,protective-serv,polo,other-relative,44000,-20800,2015-01-09,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,9043 Maple Hwy,6,1,?,1,0,?,53400,5340,5340,42720,Honda,CRV,2003,N,Middle Aged,Long-Term Client,17.0,28795.11,-24604.89,12,early morning
937,458,59,535879,2009-03-05,IN,100/300,1000,1685.69,0,472236,FEMALE,High School,protective-serv,hiking,wife,31400,0,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,Hillsdale,3777 Maple Ave,23,1,?,2,2,YES,71800,14360,14360,43080,Jeep,Grand Cherokee,1995,N,Elderly,Long-Term Client,38.166666666666664,64337.16833333333,-7462.831666666672,20,night
938,147,31,746630,1997-02-10,IN,250/500,500,1054.92,6000000,468232,FEMALE,PhD,prof-specialty,exercise,own-child,51900,0,2015-01-16,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,5608 Solo St,4,1,?,0,0,?,68240,8530,0,59710,Toyota,Corolla,2013,Y,Middle Aged,Established Client,12.25,12922.770000000002,-55317.229999999996,2,night
939,279,45,598308,1992-01-28,IN,250/500,2000,1333.97,6000000,620819,FEMALE,MD,other-service,bungie-jumping,unmarried,61100,-30700,2015-01-12,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Arlington,6981 Weaver St,21,3,?,1,0,?,61050,11100,11100,38850,Dodge,RAM,2011,Y,Middle Aged,Long-Term Client,23.25,31014.8025,-30035.1975,4,evening
940,308,47,720356,2013-09-16,OH,100/300,1000,1013.61,6000000,452349,FEMALE,Associate,craft-repair,movies,own-child,45700,-41400,2015-01-03,Parked Car,?,Minor Damage,None,NY,Springfield,4369 Maple Lane,7,1,?,1,1,YES,5590,860,860,3870,Suburu,Impreza,2002,N,Middle Aged,Long-Term Client,25.666666666666668,26015.99,20425.99,13,early morning
941,284,48,724752,2008-05-16,IL,500/1000,500,958.3,0,464646,FEMALE,PhD,machine-op-inspct,exercise,husband,47900,0,2015-01-22,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Columbus,6931 Elm St,19,3,?,0,0,?,46860,8520,8520,29820,Volkswagen,Passat,1998,N,Middle Aged,Long-Term Client,23.666666666666668,22679.766666666666,-24180.233333333334,17,evening
942,108,31,148498,2002-01-04,IN,250/500,2000,1112.04,6000000,472209,FEMALE,PhD,other-service,base-jumping,own-child,52800,-54300,2015-01-13,Parked Car,?,Minor Damage,None,SC,Arlington,7583 Washington Ave,5,1,NO,1,3,NO,4290,780,780,2730,Volkswagen,Passat,1998,N,Middle Aged,Established Client,9.0,10008.36,5718.360000000001,17,early morning
943,421,57,110122,2002-04-02,IN,250/500,2000,1206.26,0,459955,FEMALE,Associate,armed-forces,bungie-jumping,own-child,69900,0,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NC,Arlington,7552 3rd St,22,3,YES,0,0,NO,78500,15700,7850,54950,Audi,A3,2015,N,Elderly,Long-Term Client,35.083333333333336,42319.621666666666,-36180.378333333334,0,night
944,266,42,281388,1998-07-16,IL,500/1000,1000,763.67,0,473389,MALE,Associate,prof-specialty,movies,own-child,12800,-49700,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,1654 Pine St,12,1,YES,1,3,YES,70830,7870,7870,55090,Jeep,Grand Cherokee,2005,N,Middle Aged,Long-Term Client,22.166666666666668,16928.018333333333,-53901.98166666667,10,day
945,412,56,728600,2002-08-15,IL,250/500,500,1042.56,0,616767,MALE,High School,handlers-cleaners,yachting,own-child,0,-66100,2015-01-20,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Springfield,6058 Andromedia Hwy,19,3,NO,0,2,NO,68040,15120,7560,45360,Suburu,Forrestor,1997,N,Elderly,Long-Term Client,34.333333333333336,35794.56,-32245.440000000002,18,evening
